REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,METRIC,METRIC_NAME,METRIC_VALUE
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,95
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,569
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,62
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,105
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,25
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,80
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,445
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,200
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,245
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,480
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,200
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,285
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,10070
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,8925
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,5260
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,4755
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,4815
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,4175
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",281
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",249
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",876
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",792
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",161
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",140
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,310
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,1160
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,7490
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,200
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,110
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,630
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,3935
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,530
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,3555
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,84
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,83
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,85
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,475
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,235
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,245
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,150
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,30
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,125
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,5
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,5
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,5
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,111
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,462
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,80
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,945
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,345
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,600
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,180
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,120
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,65
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,205
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,120
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,85
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,3225
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,2805
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,2205
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,1945
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,1025
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,865
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",645
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",562
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",965
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",852
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",377
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",320
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,95
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,450
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,2280
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,70
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,25
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,335
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,1555
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,110
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,730
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,16
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,81
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,17
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,84
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,170
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,95
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,70
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,60
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,15
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,45
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,205
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,632
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,90
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,335
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,170
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,165
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,90
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,55
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,35
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,85
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,50
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,35
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,1250
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,1075
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,895
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,785
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,355
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,290
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",518
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",444
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",703
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",614
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",311
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",254
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,55
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,180
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,845
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,45
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,15
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,150
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,600
01/05/2026,31/05/2026,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,30
